Textos_espanol,sdg
"Este aumento en el nivel educativo ha contribuido al gran aumento (11 puntos porcentuales) en los últimos 15 años en la tasa de empleo femenino al 70 % en Alemania: la proporción más alta de mujeres en la fuerza laboral remunerada fuera de los países nórdicos y otros países de la OCDE donde las mujeres suelen trabajar a tiempo parcial, como en los Países Bajos. Este aumento en la participación en la fuerza laboral se asoció con una disminución en el tiempo dedicado al trabajo doméstico y de cuidado no remunerado, pero en Alemania, como en otros lugares de la OCDE, las mujeres aún soportan la peor parte del trabajo no remunerado y los padres pasan mucho menos tiempo con los niños que las madres. Los padres alemanes son más propensos que sus compatriotas europeos a reportar conflictos entre trabajo y vida y, a pesar de los aumentos recientes, la tasa de fertilidad total (TFR) en 2014 fue de 1,47, por debajo del promedio de la OCDE de 2013 de 1,67 (Capítulo 2). Sin embargo, desde mediados de la década de 2000, la reforma de la política social ha aumentado las oportunidades para que los padres encuentren un mejor equilibrio entre el trabajo y la familia.",5
"La creación de las Juntas Directivas abre caminos para mejorar la transparencia y los procedimientos de presentación de informes a nivel escolar, pero sus roles aún no están claros. Los fondos adicionales deben gastarse sabiamente y deben ir acompañados de una mejora en la eficiencia del uso de los fondos públicos. Las inversiones deben priorizarse en los primeros años educativos, así como en los aspectos de mejora de la equidad y la calidad. Otra prioridad debe ser el fortalecimiento de los mecanismos de control del desempeño y rendición de cuentas en el sistema educativo. Además, la dotación presupuestaria debe incrementarse lentamente, en paralelo con el aumento de la capacidad del sistema para absorber nuevos programas y nuevos enfoques.",4
"Esto representa una mejora muy grande para los niños, el 26% de los cuales habían informado borracheras repetidas en 2001-02. Según los datos autoinformados de 2014 (que tienden a subestimar la verdadera prevalencia de la obesidad), aproximadamente uno de cada seis (16,1%) adultos en Portugal ahora es obeso, lo que representa casi un punto porcentual por encima del promedio de la UE. De acuerdo con el patrón en otros países de la UE, el nivel de obesidad entre aquellos con el nivel educativo más bajo es más del doble que el nivel entre los más educados. Las tasas de inactividad física tanto para adultos como para jóvenes de 15 años se encuentran entre las más altas de los países de la UE.",3
"Igualdad de coeficientes para hombres y mujeres rechazada al nivel del 5%. Igualdad de coeficientes para hombres y mujeres rechazada al nivel del 10%. Las causas de la violencia de pareja íntima y la violencia sexual se investigan mejor mediante el uso de estudios longitudinales de las víctimas. Estos estudios rastrean a las personas a lo largo del tiempo para documentar sus experiencias de tal violencia y cómo estas experiencias se relacionan con otros factores en varias etapas de su vida. Desafortunadamente, existen pocos estudios de este tipo, ya que la medición de las condiciones sociales y culturales que podrían considerarse factores de riesgo (es decir, la condición de la mujer, las normas de género) plantea serios desafíos, especialmente entre países y diferentes culturas. La pobreza y el estrés asociado son factores clave que contribuyen a la violencia de pareja.",5
"La disminución del número de estudiantes se traduce en un descenso de la eficiencia educativa, ya que disminuye la proporción de alumnos por profesor y se infrautilizan las instalaciones. El descenso del número de matriculaciones amenaza la calidad de los programas de estudios, ya que disminuye la oferta de cursos y el número de instructores. El descenso del número de estudiantes agrava un problema de escala preexistente al que se enfrentan las instituciones universitarias públicas lituanas, que son numerosas (14) y pequeñas.",4
"De esos países, todos reportan algunos requisitos para el presupuesto de género en el nivel central de gobierno (Figura 4.12). Varios países informan haber establecido estos requisitos en regiones (Egipto, Jordania y la Autoridad Palestina), Egipto y la Autoridad Palestina también informan haberlo hecho a un nivel más local. En la Autoridad Palestina, estos requisitos se implementan en diferentes niveles y se están expandiendo lentamente a todos los sectores.",5
"Sin embargo, estas fallas del mercado implican que la competencia por sí sola no es suficiente para garantizar el control de costos y que también se necesitan medidas para mejorar el funcionamiento del mercado tanto en el lado de la oferta como en el de la demanda. Esto reemplazó un sistema dual en el que el seguro público era obligatorio para aproximadamente dos tercios de la población, mientras que el otro tercio dependía del seguro privado voluntario. En el nuevo sistema, todos los ciudadanos tienen que pagar una prima de tarifa plana (fijada libremente por la aseguradora) a la aseguradora de salud de su elección y una contribución relacionada con los ingresos a un fondo de compensación de riesgos, que cubre el 50 % del gasto total en salud.",3
"El modelo ambulatorio, donde los especialistas ven una selección de casos preseleccionados por el médico de atención primaria, es bastante utilizado en los países de la OCDE. En tales casos, los especialistas en salud mental visitan las clínicas de salud primaria para revisar, con el personal de la clínica de salud primaria, una pequeña selección de casos, que a veces incluye una reunión clínica con el paciente. Por lo general, toda la red de salud mental se reuniría periódicamente para coordinar, capacitar u otros fines. ¿Se requiere o se incentiva a los médicos de atención primaria a cumplir con las pautas de tratamiento o los protocolos de práctica establecidos?",3
"Aunque el Artículo (58) de la Ley de Familia (Parte 1), requiere que las mujeres permanezcan en el alojamiento proporcionado por sus maridos, las mujeres tienen derecho a aplicar este artículo si así se estipula en el contrato de matrimonio o si se prueba un impedimento sustancial antes. el poder Judicial. Este texto pretende abordar la responsabilidad del esposo de proporcionar alojamiento en lugar de obstaculizar la movilidad de la esposa (información proporcionada por el gobierno de Bahrein). Existen dos tipos de custodia en Bahrein: i) la custodia que da preferencia al padre, relacionada con asuntos financieros y el matrimonio, establecida en la ley de custodia sobre asuntos financieros, ii) la custodia que da preferencia a la madre, que está relacionada a la custodia materna y la lactancia materna, establecido en el Artículo de la Ley de Familia (132) (información proporcionada por el gobierno de Bahrein). El abuso físico incluye golpes, bofetadas, puñetazos, asfixia, empujones, quemaduras y otros tipos de contacto que resultan en lesiones físicas a la víctima.",5
"La edad media de los docentes es de 48,1 años en educación primaria y de 48,9 en educación secundaria. Alrededor del 41 % de los docentes de primaria y el 44 % de los docentes de secundaria inferior tenían 50 años o más en 2014, cifras significativamente más altas que los promedios de la OCDE (30 % y 34 %, respectivamente). Las habilidades cognitivas del personal docente son un determinante significativo de las diferencias internacionales en el desempeño de los estudiantes (Hanushek, Piopiunik y Wiederhold, 2016).",4
"Este período fue crítico para la organización global, ya que las mujeres aprendieron a llegar a todos los continentes a pesar de que todavía era la era anterior a las comunicaciones por Internet, y a comprender su diversidad como una fuente de fortaleza y creatividad. Sin embargo, las crisis continuas dieron forma a las políticas incluso cuando las feministas comenzaron a establecer vínculos y conexiones entre temas como la macroeconomía, la ecología y la salud y los derechos sexuales y reproductivos (SDSR) como sustituto de las políticas tradicionales de control de la población. La capacidad del estado desarrollista para responder a las demandas feministas a nivel nacional se estaba erosionando, a medida que sus instituciones se fragmentaban bajo el ataque neoliberal.",5
"La falta de habilidades generales, en particular la alfabetización y la aritmética, puede ser un problema para la empleabilidad a largo plazo, ya que hace que sea más difícil volver a capacitarse para adaptarse a las necesidades cambiantes del mercado laboral. Retrasar el seguimiento de los alumnos contribuiría a paliar esta falta de competencias generales. El acceso a las escuelas generales, secundarias profesionales y de formación profesional (este último hace más hincapié en las habilidades prácticas y reagrupa a una cuarta parte de los estudiantes, Figura 12) actualmente tiene lugar a los 14 años, frente a los 15-16 años en la mayoría de los países de la OCDE.",4
"La figura 6.4 muestra que la relación entre el gasto en educación pública y el PIB de Corea es más alta que el promedio de la OCDE de alrededor del 5% del PIB. Históricamente, los gastos en educación han sido muy estables, alrededor del 16-20% del gasto total del gobierno, con una variación limitada debido al fuerte apoyo del gobierno al crecimiento nacional. Esta estabilidad indica el fuerte compromiso de Corea con la educación. La mayoría de las funciones gubernamentales restantes muestran una tendencia diferente, que es inconsistente y volátil debido al cambio de las necesidades sociales y de las prioridades políticas, junto con el desarrollo económico y social.",4
"La gran cantidad de maestros y líderes escolares se debe a la proporción significativa de escuelas de clase pequeña en el país y las estrictas normas de dotación de personal. La gran cantidad de personal reduce los presupuestos escolares, crea rigideces y desplaza las inversiones en otras áreas. Alrededor del 93% del gasto escolar en las escuelas rurales se dedica a la remuneración del personal. Esto significa que los presupuestos son muy ajustados y que los directores tienen un margen de maniobra muy limitado para administrar los recursos de manera más eficiente o invertir en actividades de desarrollo escolar. En particular, la gran cantidad de personal desalienta mejoras en su remuneración, que se considera baja en Kazajistán, aunque la complejidad de la estructura salarial docente dificulta su análisis. La definición del tamaño de las clases es una compensación recurrente que tiene un gran impacto en el gasto debido a la naturaleza intensiva en mano de obra de la educación: las clases pequeñas requieren una gran cantidad de docentes, mientras que las clases más grandes pueden liberar recursos para mejorar la calidad de la enseñanza.",4
"La experiencia internacional ha demostrado la importancia de la atención primaria, con un enfoque de prevención, para mejorar los resultados de salud y contener los costos. El gobierno planea expandir la atención primaria en las áreas rurales mediante el establecimiento de hospitales a nivel de condado y centros locales de atención médica (Eggleston, 2012). En China, al igual que en otros BRIICS y países en desarrollo, los sistemas de salud de seguro social enfrentan el desafío de recaudar contribuciones a la seguridad social debido a la gran informalidad del mercado laboral y otros problemas, como la falta de intercambio de información entre los fondos y el escaso uso de las TIC. El gobierno ha lanzado diferentes iniciativas para abordar estos problemas, incluida la recaudación integrada de contribuciones para cinco programas de seguridad social y un uso más avanzado de las TIC (AISS, 2013).",3
"El artículo 23 del Código del Estatuto Personal, según el cual “la mujer respetará las prerrogativas del marido y le deberá obediencia” ha sido sustituido por una disposición que obliga a cada cónyuge a tratar al otro con consideración y solidaridad. operar en el manejo de los asuntos de la familia. En efecto, los cónyuges deben tratarse con bondad, convivir y evitar hacerse daño, cumplir la parte de los deberes conyugales que le corresponda, cooperar en los asuntos del hogar familiar y de los hijos. de la educación, incluidos sus estudios, viajes y asuntos financieros. El esposo, como cabeza de familia, es responsable del sustento económico de su esposa e hijos, dentro de sus medios económicos, la esposa también tiene que contribuir económicamente a la vida familiar si tiene los medios económicos (Artículo 23 ).18 Tal obligación constituye el reconocimiento del papel económico de la mujer y trae un nuevo orden a su estatus dentro de la familia.",5
"Esto parecería ser una debilidad en los estándares acordados actualmente, y Escocia debería considerar si se deben incluir las medidas informadas por los pacientes (incluida la satisfacción y la experiencia del paciente). Varios sistemas de salud de la OCDE (en los países nórdicos y en Canadá, por ejemplo) utilizan cada vez más las medidas informadas por los pacientes en los marcos de responsabilidad y contratación (OCDE, 2015) en un esfuerzo por hacer que los servicios respondan mejor a las necesidades y preferencias de los pacientes. La inclusión de este objetivo ayuda a subrayar la necesidad de ver un enfoque de todo el sistema para los objetivos y el rendimiento del sistema en relación con los objetivos, teniendo en cuenta las entradas y los impulsores detrás de los objetivos cumplidos con éxito o sin éxito.",3
"Como parte del programa de mujeres en el liderazgo, MWA defiende la evidencia y la investigación para demostrar las desventajas de estas normas. Como afirma MWA, el sesgo inconsciente en la forma en que vemos y evaluamos a las mujeres crea barreras invisibles para el liderazgo de las mujeres (MWA 2013). En relación con las normas sociales descritas anteriormente, el sesgo inconsciente a menudo se manifiesta en el comportamiento de los líderes superiores y los responsables de la toma de decisiones, cuyas actitudes negativas pueden obstaculizar el ascenso de las mujeres a los puestos superiores.",5
"Los detalles sobre el método de la encuesta, las preguntas y los encuestados se proporcionan en el Anexo A. Dado que la atención primaria y ambulatoria segura es de vital importancia en todos los países fortalecidos a través de políticas que luchan por el acceso universal a la atención de la salud, este informe considera, cuando es posible, la atención primaria y ambulatoria segura. países de ingresos bajos (LMIC, por sus siglas en inglés) y países de ingresos medios altos y altos (en adelante, “países desarrollados” o simplemente HIC, por sus siglas en inglés).4 En cierto sentido, las naciones menos desarrolladas tienen la ventaja de construir las estructuras e instituciones necesarias en sus sistemas de salud a medida que estos se construyen y establecen. Las naciones desarrolladas, por otro lado, tienen la difícil tarea de adaptar la seguridad a sistemas completamente formados (OMS et al 2018). Si bien los hallazgos y las recomendaciones serán de interés para los proveedores de atención médica y las organizaciones, la audiencia principal de este informe son los responsables de la formulación de políticas que buscan mejorar la seguridad del paciente en la atención primaria/ambulatoria en un contexto de recursos limitados. Son similares a la terminología del informe anterior pero se modifican según las características, prioridades y riesgos específicos del entorno primario y ambulatorio.",3
"En el pasado, las instituciones del mercado laboral, las políticas públicas y las normas sociales reforzaron los roles de género tradicionales, especialmente en Alemania Occidental, pero las reformas de la política social en la última década han aumentado las oportunidades para los padres. El nuevo enfoque de la política familiar alemana tiene como objetivo proporcionar a padres e hijos más tiempo juntos mediante el fomento de una asociación más igualitaria en el reparto de las responsabilidades laborales y de la vida familiar (""Partne rschaftl ichke it""). De acuerdo con las mejores prácticas internacionales, la reforma de 2007 también condujo a un aumento en el número de padres que se ausentaron.",5
"La historia y la geografía de Finlandia, atrapada entre el poderoso reino del oeste y el imperio aún más grande del este, la obligó a priorizar el interés de la nación y no permitir que la política educativa fuera víctima de la política partidista. Finlandia es una pequeña nación que el resto del mundo ve como un lugar extraño que habla un idioma que nadie más entiende. Durante el último medio siglo, los finlandeses han adoptado la idea de que la única manera de sobrevivir como nación pequeña e independiente es educando a todas las personas.",4
"Sirve como un marco general para una mayor orientación sobre temas específicos en diversas áreas y contiene una serie de disposiciones importantes relacionadas con la participación de las mujeres en la vida pública y las herramientas y condiciones previas institucionales necesarias. Si bien los países de MENA aún no han adoptado esta recomendación, sus disposiciones pueden servir como una guía útil para la acción enfocada para cerrar las brechas restantes en la región (Recuadro 2.2). Garantizar que los niños y las niñas tengan el mismo acceso a una educación de buena calidad, los mismos derechos y oportunidades para completar con éxito la educación y tomar decisiones educativas.",4
"Aumentar el gasto público en salud para alentar la participación de los trabajadores informales y sus dependientes ampliará la cobertura del seguro de salud y ayudará a aliviar las restricciones financieras a largo plazo. El documento está organizado de la siguiente manera. En la siguiente sección, brindaremos una descripción general del desarrollo del sistema de atención médica vietnamita, con una discusión sobre su estado actual y los desafíos en el financiamiento y la prestación de servicios.",3
"El dominio de la administración no se pudo evaluar debido a la falta de datos para los indicadores seleccionados, lo que indica dónde es necesario mejorar las capacidades de los sistemas de información para respaldar los esfuerzos de monitoreo y evaluación. Esta primera HSPA ahora sirve como referencia para medir cualquier mejora en los dominios de evaluación a lo largo del tiempo. En particular, la prevalencia de la obesidad es la más alta de la UE y representa un importante desafío para la salud pública.",3
"La información contenida en este documento se relaciona con el área bajo el control efectivo del Gobierno de la República de Chipre. Andrade y O.F.A. Bueno (2008), ""Contribución de la Educación, la Ocupación y las Actividades de Estimulación Cognitiva a la Formación de la Reserva Cognitiva"", Dementia and Neuropsychologia, Vo\. 2, No. Working Paper ROA-RM-2010/1, Centro de Investigación para la Educación y el Mercado Laboral (ROA), Maastricht.",4
"Más allá de la escuela, un mejor equilibrio entre la vida laboral y personal permitiría que más mujeres se matricularan en cursos profesionales y de capacitación en el trabajo. Las mujeres podrían perseguir mejor sus aspiraciones individuales y profesionales. La mejora de la satisfacción laboral ejerce un papel protector sobre la salud física y protege contra los trastornos mentales (Barnay, 2014).",5
"Varios ejemplos han sugerido que las nuevas modalidades de tratamiento son rentables. Estos trastornos suelen tener síntomas menos graves y debilitantes que otros trastornos mentales (por ejemplo, psicóticos), y este capítulo excluye deliberadamente los casos más graves de trastornos mentales, incluidos los casos más graves de trastornos comunes como la depresión y la ansiedad. La gravedad del trastorno está determinada por el número y la gravedad de los síntomas, el grado de deterioro funcional y la duración de los síntomas. Los trastornos de leves a moderados impiden la salud, el funcionamiento diario y la calidad de vida de las personas afectadas y requieren un diagnóstico, tratamiento y atención adecuados.",3
"La ley destaca la necesidad de que todos los aspectos de estos sistemas de evaluación interna sean transparentes. En general, existe poca documentación sobre los procesos de evaluación del profesorado diseñados y aplicados a nivel escolar. El proyecto de ley se presentó al Parlamento en marzo de 2012 y actualmente se está debatiendo. A medida que el profesor avanza en la estructura de la carrera profesional, tiene acceso a puestos con mayores responsabilidades dentro de los centros escolares.",4
"Una definición establecida de presupuestos de género se refiere a “una evaluación de los presupuestos basada en el género, que incorpora una perspectiva de género en todos los niveles del proceso presupuestario y reestructura los ingresos y los gastos para promover la igualdad de género” (Consejo de Europa, 2009). La naturaleza y la calidad de estos enfoques parecen bastante variables, y van desde una declaración pro forma de impactos sobre la igualdad de género adjunta a todas las nuevas políticas que se presentan ante el gobierno, hasta “evaluaciones de impacto de género” más estructuradas y sistemáticas. Unos pocos países informaron que la igualdad de género está ""transversalizadora"" en el sentido de que la responsabilidad recae en los ministerios sectoriales para promover esta agenda dentro de sus respectivos dominios de políticas y, en consecuencia, no se prevé un papel particular para el proceso presupuestario como necesario.",5
"Los datos se refieren a 2000-10 para Estonia y Finlandia, a 1999-2010 para Francia y a 2002-09 para México. Los datos se refieren a 1997-2006 para Australia, 1995-2006 para los Países Bajos, 1995-2005 para el Reino Unido y 1992-2002 para Alemania. Para obtener detalles sobre la definición de trabajo no remunerado y trabajo total, véase Miranda, V. (2011), â€œCooking, Caring and Volunteering: Unpaid Work around the World"", Documentos de Trabajo sobre Social, Empleo y Migración de la OCDE, núm.",5
"Además, el objetivo de la Ley es contrarrestar la discriminación directa e indirecta por motivos de género"". (Statistics Greenland publicó recientemente un estudio sobre ingresos en 2013 (Statistics Greenland 2014). La diferencia general, aproximadamente un tercio a favor de los hombres, no solo refleja diferencias de género, pero también diferencias en educación y posición en las diferentes jerarquías, así como el hecho de que los hombres están sobrerrepresentados en grupos de edad caracterizados por mayores ingresos.",5
"Las estimaciones de las ecuaciones 2-5 confirman los vínculos indirectos entre el nivel de discriminación por motivos de género en las instituciones sociales y los ingresos. El cuadro 5 muestra una fuerte relación negativa y significativa entre el SIGI y la productividad total de los factores, la fuerza laboral y el capital humano, cualquiera que sea la especificación utilizada (los anexos E, F y G presentan los resultados completos de la regresión). Los coeficientes SIGI siguen siendo significativamente negativos mientras se introducen variables de control adicionales, se controla la posible endogeneidad y se realizan verificaciones de robustez.",5
"La orientación profesional debe proporcionar una imagen completa de las distintas vías del sistema educativo, que abarque en particular la opción de formación profesional. La orientación en educación y formación profesional tiene un papel importante que desempeñar para ayudar a las personas a identificar cómo pueden utilizar mejor las habilidades que han desarrollado a lo largo de su curso de educación y formación para construir carreras satisfactorias. La orientación profesional en las universidades puede respaldar transiciones efectivas al lugar de trabajo al involucrar a los empleadores (incluso a través de ferias profesionales y talleres para empleadores) para brindar oportunidades de aprendizaje relacionadas con el trabajo, y puede ayudar a garantizar que las habilidades de los graduados sean bien utilizadas.",4
"Los problemas de salud mental también se incluyen en parte del trabajo en otras partes de los ministerios (más allá de la División de Bienestar y Salud Mental), por ejemplo, en la política de empleo se presta atención a los problemas de salud mental en áreas como el empleo de apoyo y el regreso al trabajo, y En educación. Este marco legal es una de las dos herramientas clave del gobierno central para promulgar cambios en línea con la dirección de la política. A través de esta Ley, que se analiza en detalle en el Capítulo 1, el MHLW indica la dirección de la política nacional y asegura el financiamiento requerido.",3
"Es más probable que la invocación de los derechos individuales e inclusivos tenga un impacto de desecuritización, mientras que la reivindicación de derechos exclusivos para un grupo puede resultar en una mayor violación de los derechos humanos. Las dimensiones individual/colectiva e inclusiva/exclusiva de la formulación de derechos son muy importantes para el género, tanto en tiempos de paz3 como en tiempos de guerra. Esta definición apunta a una interdependencia de los niveles individual/colectivo, ya que las reivindicaciones de los derechos humanos de las “mujeres” dependen tanto de los derechos individuales como de una identidad colectiva. En el contexto de la guerra, las reivindicaciones colectivas de los derechos de las mujeres, especialmente cuando se invocan exclusivamente, pueden tener impactos de seguridad al reificar las identidades de género y jugar con las estrategias etnopolíticas.",5
"Esto sugiere que pagar a los proveedores en función de la cantidad de actividades que se realizan da un fuerte incentivo a los hospitales para extender las estadías de los pacientes. Además, la prestación de atención a largo plazo en los hospitales también aumenta la duración media de la estancia (Jones, 2010). Como resultado, los proveedores de atención primaria tienen un incentivo financiero para convertirse en mini hospitales que brindan procedimientos quirúrgicos, a menudo cuando no son apropiados o seguros.",3
"La primera sesión se organiza en septiembre e incluye una prueba de conocimientos de los alumnos. La última tiene lugar en abril y también incluye una prueba. Las pruebas se utilizan de dos formas: permiten la evaluación de las necesidades de los alumnos y la posterior elaboración de un plan de actividades formativas adaptadas a alumnos concretos, y también permiten la evaluación del progreso de los alumnos durante el curso escolar.",4
"La Sección 3 investiga estrategias para promover una formación profesional de calidad, incluidos los aprendizajes, mientras que la Sección 4 se centra en el apoyo a los estudiantes en riesgo. Para una descripción más detallada y una evaluación del sistema educativo de Letonia, véase OCDE (2015e). El Ministerio de Educación y Ciencia (MoES) nacional tiene la función de supervisión y, a través del Centro Nacional de Educación subordinado, establece los estándares educativos nacionales y determina los planes de estudio y los procedimientos de examen. Proporciona el marco regulatorio para la provisión de educación vocacional y emplea a los directores de los establecimientos VET.1 También mantiene el registro de estándares ocupacionales y estudia las demandas de habilidades del mercado laboral.",4
"La sección también explora cómo se distribuyen las responsabilidades de evaluación en diferentes países y cómo interactúan los diferentes niveles de gobierno para formar un sistema de evaluación coherente. Esto incluye el alcance de la evaluación, es decir, las áreas de aprendizaje que cubre la evaluación, así como las características procesales clave de la evaluación de los estudiantes en todos los países, es decir, la combinación de instrumentos utilizados en sistemas específicos de evaluación de estudiantes, el formato de las evaluaciones y el uso de las TIC en la evaluación. También revisa las formas en que el diseño de las evaluaciones puede mejorar o amenazar la justicia y la equidad en la educación. Incluye temas tales como: las capacidades que los estudiantes necesitan para participar y aprender de su evaluación, las competencias de evaluación que los docentes adquieren en la formación docente inicial, desarrollo profesional y arreglos de moderación, y la experiencia de las agencias involucradas en la evaluación de los estudiantes. Describe los estándares de calidad y los formatos de informes utilizados en diferentes contextos, revisa los marcos legales vigentes para regular los informes de resultados y analiza las formas en que los resultados de la evaluación se utilizan en diferentes contextos para registrar información, brindar retroalimentación a los estudiantes y tomar decisiones sobre su desempeño. trayectoria educativa posterior.",4
"A pesar de la importancia de capturar la multitarea para capturar la intensidad con la que las mujeres emplean el tiempo, no existe un estándar internacional sobre cómo medir las actividades simultáneas. La base de datos de uso del tiempo de la OCDE tiene como objetivo mejorar la comparabilidad entre los países de la OCDE (ver Cuadro 3). Con base en esta metodología, la OCDE ha realizado un análisis en cuatro países adicionales para explorar los impactos del trabajo de cuidado no remunerado en contextos de ingresos bajos y medios: Sudáfrica, Perú, Etiopía y Bangladesh (ver Anexo A).",5
"Sin embargo, un gran número de estos países no cuentan con leyes específicas que prohíban la discriminación en el pago y la contratación por motivos de género y embarazo (WBL Database, 2016). De hecho, los únicos países que cuentan con dicha legislación son Chile, Costa Rica, Egipto, Indonesia, la Federación Rusa y Túnez. La evidencia existente de los países de la OCDE muestra que el público a menudo está mal informado sobre los derechos de los trabajadores (OCDE, 2008, Capítulo 3).",5
"La siguiente tabla ilustra cómo las diferentes pedagogías establecidas tienden a conducir a diferentes tipos de experiencias de aprendizaje. La combinación de pedagogías que comparten prácticas comunes puede ayudar a reducir las ventajas y desventajas de usar demasiadas pedagogías. Por ejemplo, en una escuela donde los estudiantes practican el aprendizaje basado en la indagación, los maestros pueden sentirse más seguros al combinar su enfoque con desafíos o proyectos complejos, sabiendo que los estudiantes son competentes para administrar su propio aprendizaje. Estudiar combinaciones comunes de pedagogías puede ayudar a identificar aquellas prácticas que son comunes a varias pedagogías, como presentaciones de aprendizaje o autoevaluación de los estudiantes.",4
"Las empresas farmacéuticas no siempre buscan la protección de patentes en todos los países debido, entre otras cosas, a la percepción de falta de tamaño del mercado. Por lo tanto, es posible que en algunos países, a pesar de la existencia de una ley nacional de patentes, ciertas sustancias farmacéuticas permanezcan sin patente y puedan usarse, fabricarse e importarse libremente en ese país. Si el inventor original cambia de opinión y busca la protección de la patente en un momento posterior, la solicitud sería rechazada por falta de novedad si la sustancia en cuestión se ha puesto a disposición del público antes de la presentación de la solicitud de patente.",3
"La Superintendencia de Educación también está integrada dentro del Sistema Nacional de Aseguramiento de la Calidad (Sistema Nacional de Aseguramiento de la Calidad, SAC), que brinda el potencial para vincular el monitoreo del uso de recursos con la calidad de la educación. La SAC brinda un marco institucional muy útil para promover un uso más efectivo de los recursos. Es un sistema relativamente nuevo que complementa otros mecanismos para la rendición de cuentas institucional que Chile ha desarrollado a lo largo del tiempo, incluyendo un sistema de evaluación docente, evaluaciones por parte de la Secretaría de Hacienda (Dirección de Presupuestos, DIPRES), datos detallados e información distribuida al público, entre otros. otros. A medida que crece y se desarrolla más plenamente con el tiempo, los efectos del SAC se sentirán más plenamente.",4
"La supervisión eficaz del personal es fundamental para la mejora continua de los servicios de EAPI, lo que indica la importancia de vincular la supervisión del personal con el desarrollo profesional. Junto con la calidad del servicio, es el área monitoreada con más frecuencia, tanto para mejorar el nivel de calidad del servicio como para informar la formulación de políticas. Además, se monitorea el desempeño del personal para identificar si necesita alguna mejora. Las encuestas para padres, las revisiones por pares y las pruebas del personal son menos populares.",4
"Esto es comparable al promedio del G7 y la OCDE, pero es significativamente más alto que en Francia, donde el 20 % de los bebedores más empedernidos consume solo alrededor de la mitad de todo el alcohol (OCDE, 2015). Los datos de Australia, el Reino Unido y los Estados Unidos son de 2012 en lugar de 2013. A pesar de una disminución en la tasa de suicidios en 2012, que según los datos estimados de las autoridades coreanas continuó en 2013 pasando de 29,1 por 100 000 habitantes en 2012 a 28,7 en 2013 (Ministerio de Salud de Corea, 2016), el suicidio sigue siendo una de las principales causas de muerte entre los adolescentes de Corea.",3
"La tarea de administrar la infraestructura es particularmente difícil ya que la capacidad de la junta escolar así como la capacidad de recaudar fondos de la comunidad local es a menudo menor en las áreas rurales, mientras que muchos edificios escolares están en muy malas condiciones ya que la mayoría de ellos fueron construido entre los años 50 y 70. Las cien escuelas primarias con el desempeño más bajo del país, medido por los niveles de repitencia y deserción, tienen menos de 50 alumnos y están ubicadas en su mayoría en zonas rurales fuera del área de la capital (PEN, 2013). También hay indicios de que los estudiantes de escuelas primarias pequeñas tienen menos probabilidades de hacer la transición a la escuela secundaria.",4
"La tasa de alfabetización de adultos mide la alfabetización entre personas de 15 años o más, y la tasa de alfabetización de jóvenes mide la alfabetización entre personas de 15 a 24 años. Cálculos agregados para tasas de alfabetización de adultos: UIS. Recopilados de registros escolares de tasa de supervivencia, encuestas o censos escolares, censos nacionales de población y encuestas de hogares y fuerza laboral. Datos obtenidos: mayo y junio de 2013.",3
"También tienen un impacto directo en la capacidad de las mujeres para acceder a los recursos y controlarlos. Algunos de estos países, incluidos Marruecos, la República de Corea y Turquía, comenzaron el período con amplias disposiciones discriminatorias, pero desde entonces han avanzado significativamente hacia leyes de familia con mayor igualdad de género. Sin embargo, a partir de 2005, ocho países (Argelia, Bangladesh, Egipto, la República Islámica de Irán, Jordania, Malasia, Pakistán y Arabia Saudita) han mantenido leyes altamente discriminatorias que, por ejemplo, respaldan la autoridad de los hombres sobre las mujeres en el matrimonio, dan a los hombres mayores derechos sobre la propiedad y limitan la capacidad de las mujeres para solicitar el divorcio.15 Estos países abarcan diferentes regiones, pero todos aplican una interpretación conservadora de la ley de familia islámica. En 1993 se llevaron a cabo reformas menores de la ley de familia, pero se resistieron cambios importantes.",5
"En 2010, las tasas de participación de las mujeres en la fuerza laboral se mantuvieron por debajo del 30 por ciento en el norte de África y Asia occidental, por debajo del 40 por ciento en el sur de Asia y por debajo del 50 por ciento en el Caribe y América Central. La brecha entre las tasas de participación de mujeres y hombres se ha reducido ligeramente en los últimos 20 años, pero sigue siendo considerable. Las brechas de género más pequeñas se encuentran en los primeros años de la edad adulta y las más amplias en las edades laborales óptimas. En las economías más desarrolladas, la mano de obra, especialmente la mano de obra femenina, se emplea predominantemente en los servicios.",5
"Además, el artículo 28, párrafo 2 de la convención adopta el principio de inadmisibilidad contenido en la Convención de Viena sobre el Derecho de los Tratados, que establece que no se permitirá una reserva incompatible con el objeto y fin de una convención. Ha instado sistemáticamente a los Estados partes a que los retiren y se aseguren de que sus sistemas jurídicos se ajusten a la convención en general y al artículo 16 en particular. El comité ha enfatizado que el Artículo 16 (entre otros) es “central para el objeto y propósito de la convención y que las reservas impactan negativamente en el disfrute de los derechos de las mujeres”. Como tal, las reservas al Artículo 16 contradicen los principios fundamentales de la convención de igualdad entre hombres y mujeres, y puede socavar los esfuerzos de los países para lograr la igualdad de género.",5
